seed,vehicle,a,b,s0,T,v0,ov_width,ov_center,ov_k,dv_k
3,30,1.3927986267418802,2.072228891942595,1.8646331688364897,0.8252078850513669,24.930080731521706,6.4737615530036035,17.612583285198944,0.09508300244989511,0.512596118641847
3,31,1.301715102773844,2.1074907869299913,1.8450624227848753,0.9821069546938521,29.96566337673004,5.386614426643195,19.883399802461774,0.08950517928237678,0.5521442715229464
3,32,1.3708502325615193,1.988042533104527,1.7953393612252917,0.9645762929516937,28.94229472576821,5.969638251193687,17.030386640250093,0.09001221597582691,0.5592674874807122
3,33,1.3537252613879538,2.046398611808894,2.1883487300418043,1.0018708481688439,32.55830932900091,5.369682451784318,16.467652622247396,0.08821933726482553,0.5927628758264286
3,34,1.2133982123986666,1.7921453234877567,2.0672847761115483,0.8714238443935475,26.18897739564982,6.553307660766341,18.872726958711873,0.08547447375435926,0.5482458769246568
3,35,1.1276651026615172,1.794829826154672,1.8287995123862342,0.8362669900840802,25.112128902446976,5.921966657346661,18.289727497906306,0.09865535473556679,0.6016720070576766
3,36,1.296023270757061,1.8555084926225975,1.9587809214637795,0.8439631891922733,25.408243734513515,5.378711882297045,18.4820853695613,0.0936458116844783,0.5361480242503219
3,37,1.2673522287165353,1.8328932785640997,1.7835722837109793,0.9708183651070269,29.211866181663208,5.390154646534978,16.021573276292237,0.09623877861620808,0.5822887110151465
3,38,1.2084694289187734,1.8080500853990935,1.8604992077707345,1.000489280096286,31.1653763111383,6.055861427524565,17.642592985351218,0.09854797387161132,0.5569639586390945
3,39,1.1675163514519495,1.82206105501225,2.1107398995819384,0.9429429596501715,28.676810121036446,5.388815622487533,15.858430995602129,0.08460408115561018,0.5663449113219471
3,40,1.2219559749128746,2.0255733112676735,2.0725389298119676,0.8962193610231473,26.895624457504507,5.544632137937918,16.90503322547904,0.09906812526180432,0.5196917435885973
11,1,1.1058425724462875,1.7936109452597613,1.9609584464872836,0.8994592121936248,26.82474571198555,6.690758363979367,19.739436893362186,0.09308705627167228,0.48836186305053075
11,2,1.2389655579495034,1.9132964993844368,1.936456460032472,0.9321239948294954,27.881292500181264,6.384791449844411,18.134047033548217,0.08533486627878431,0.4958345014479884
11,3,1.3174801787576442,1.7937836456513394,1.841133829083561,0.8887185706389937,26.347869321864113,5.934044832183028,19.561216409625647,0.08667782742143837,0.5702151564820632
11,4,1.2260610813763182,1.8993265602249498,2.1410587551847073,0.9109381257257118,27.485743713622107,5.968689561935285,17.360517285665253,0.08684861685943242,0.572614379765179
11,5,1.2456281294503349,2.139248539248219,2.159857956120525,1.001773843984295,32.42551838843758,6.59832432590207,16.447503824295037,0.08621580680044995,0.5003853569400452
11,6,1.1038342443771825,2.1945921539840345,2.1124222339065692,0.9934013632907457,31.56302606811195,5.792395315002146,16.79850903327363,0.09709625174199867,0.49672027287423953
11,7,1.2462114821959616,2.1404582648383648,2.180141398411368,0.9735880529639473,30.450320133373513,5.356578953441753,19.266978508910647,0.09098896323743415,0.4876928733160545
11,8,1.38254199570301,2.0296729808695417,2.0710670921483905,0.8194424244000622,25.018527164872985,6.164117274081644,16.832233686957206,0.07959678971968524,0.569632897831983
11,9,1.3552385268130336,2.055688824834873,2.0941117638899156,0.9122085588682967,27.448568693729094,5.730064453364933,19.177363068847253,0.09521809841994057,0.5209410951571762
11,10,1.3189893410662457,1.9335121002575368,1.8526486785279668,0.8711482775849606,25.91125618173311,6.261445021917449,19.74025511657606,0.09004686731357055,0.5158110696471516
11,11,1.1326208215606925,1.8410323033210174,2.128463472770868,0.9889478246036104,31.296399411970025,6.6450480428431025,18.19175266632333,0.09602409380259383,0.571720467046879
11,12,1.3681712510855242,1.9693956481592771,1.9203597892651227,0.8597546970703246,25.720021029988185,5.799235024891338,16.458721895363418,0.08988257452652049,0.4999720616130972
11,13,1.3571462741218487,2.1117561614471247,1.9702204189101336,0.9930454392512023,31.03037734453669,5.635677339917342,18.53350532693547,0.08591409546450031,0.5548065497178493
11,14,1.1495259852785682,1.7901860594531362,1.9130577150841162,0.8434827578678339,25.348796912357017,5.356250690076164,17.479427853829833,0.09732862966900066,0.49600207909973937
11,15,1.2897002041470487,1.7699518298629622,2.032779041085088,0.8828044073666608,26.4481360321363,6.477590312923889,19.76449511315753,0.08294425248977254,0.49267892195836166
11,16,1.1061450838373699,2.129863071879209,2.0761723286878824,0.9993519318255442,31.880599903372318,5.39286692311055,16.806118235551743,0.08521077390701834,0.5722463788351869
11,17,1.135021180634005,1.903976964526666,2.0362680997065126,0.9206251251400198,27.6424158625359,6.651132691623709,16.85212637157183,0.08965759426324658,0.5884931111975878
11,18,1.194910193483762,2.096558852020888,1.9127298531137829,0.9933441022805518,30.85747366629339,6.296852584071936,17.923799932915827,0.09777321761689563,0.5450404653828024
11,19,1.147373692002481,2.1126405060341606,1.8646416201298495,0.9083916630471764,26.950226608412013,6.592607299347479,17.972154845356588,0.08168857967204557,0.537083279687582
11,20,1.3276938764481516,2.207794221049926,2.1655704948186445,0.8412559630979596,25.576877932371932,6.4527948541176725,16.651147885857096,0.08651567096012203,0.5766044414057928
11,21,1.345482607359243,1.952157647802468,1.9050390501380532,0.9459999907703356,28.367485692040116,5.554639122508156,17.457129655357775,0.09069638786870574,0.4940374618863272
11,22,1.2033873472877652,1.932050205607115,1.970345922021125,0.9046598741414935,26.998485026369863,5.533301013685379,18.726498816196518,0.0938523504724104,0.5207333395241368
11,23,1.19563963905873,2.147152059645306,1.803879001724312,0.9011822044218274,26.644059769041153,6.664398391330186,17.872646612609675,0.08147219189556532,0.6034952979534635
11,24,1.1334983695983982,2.1269557263413463,1.9044700015236482,0.8214806548631974,24.89691444199327,5.699094685156793,16.097989223791203,0.09551412646683721,0.6092621665116822
11,25,1.1251859429966171,2.0732550751594805,1.8011335068864256,0.8233026037713742,24.833779065162023,6.418483477401132,17.634128467447518,0.09122949566377088,0.48906828417681814
11,26,1.313817780706653,2.1492639554984323,1.9249823873409462,0.9927947046996528,30.861655689656658,5.525937812872558,17.63629728138814,0.09037031902399782,0.48440446417294053
11,27,1.2798630188772966,2.0682631321957063,2.100464488530289,0.99850858503443,31.909943270896377,5.710689931620459,17.77365263719457,0.08742680197211912,0.5853607041403635
11,28,1.1167021038755236,2.2195731453564584,2.2275047627673246,1.0006410736870524,32.62288419460477,6.249825806957081,15.942987953318271,0.08599637779481567,0.5436479324581058
11,29,1.2439391844978291,1.9202597222965243,2.060107923234234,0.8692824761198966,26.124304307004483,5.637724342430129,17.023647132609476,0.0984348998090399,0.5846408202139619
11,30,1.2205029441891957,2.114361258967363,1.8892656992857013,0.8019079643212157,24.528322449550817,6.36268872359451,19.945776667316377,0.10066557173879899,0.5688737638662147
11,31,1.3543936992640924,2.215919986753847,2.0752202269705577,0.9116482909294625,27.397104869913026,6.546128730795454,19.65458923901624,0.08298464107870887,0.5431315635099571
11,32,1.3153547538019636,1.920494793997395,2.0609589532118293,0.9510428459049274,28.93057687294795,5.741336327552421,19.90386284704007,0.08376842544774027,0.577717487450343
11,33,1.2806192153746474,2.053583358432711,2.15631306995468,0.931978038205281,28.307317181991895,5.710139341966884,19.118405247650227,0.0936079364341002,0.5637975955842419
11,34,1.2657151464516492,1.9355216804370334,2.0161731113102497,0.8034334954087833,24.66678906125228,5.319935031492031,17.714845710377208,0.09571455860644844,0.486074519665793
11,35,1.3847307193239913,1.9815393398659042,2.197338399104349,0.8423026918479264,25.63674334906549,5.888630363490745,19.890018076490342,0.09697606140806168,0.5455279082567571
11,36,1.3960019991075407,1.7960009566921835,1.9594417612279234,0.9444709998630672,28.417174629921963,5.374243079102681,17.138855840969317,0.0857328236256411,0.6004246137297616
11,37,1.2014162148948584,1.7692848139031565,1.897301441357691,0.8038983237348497,24.56986739662239,6.107504559072877,18.402692513425013,0.08371656660177758,0.5869975466339235
11,38,1.171962403715742,2.1246317444250433,2.0091237159620765,0.9748433470638296,30.018843326602447,6.27062819549487,18.37771584680396,0.08076749567390822,0.5704505119210335
11,39,1.3389307261963839,1.9773243989561589,2.2027761143700175,1.0056415309011408,32.96802287674477,6.098360396536187,17.744057209220895,0.08732877696567629,0.5660483914914041
11,40,1.1191059292323966,2.058960323673435,2.1074774060574146,0.8455247227763717,25.607759930962583,6.149366228245578,16.92159068547941,0.09134967029298117,0.5917928313721841
29,1,1.185471789568288,1.907617970590058,1.9398327924549348,0.9328652760570367,27.915653191990618,5.6615548255128,19.507109392062677,0.08361784762041292,0.4843980276264013
29,2,1.1219769164251208,2.2327612633035523,2.188056362053723,0.8067153512316472,24.885779019197205,5.3688405511901935,18.185338756189257,0.08560846734305709,0.6043706920147219
29,3,1.3289711612990853,1.8145957776462143,1.9986722922414435,0.9075005827841633,27.133379310820864,5.513473675791583,16.14075726742997,0.08060610562446976,0.5131645925132925
29,4,1.2358157172798234,2.225847288863202,1.9363276067918742,0.9505479353624677,28.627816776949672,5.348157008779077,17.798457171739408,0.09023297382331179,0.5475179872661959
29,5,1.2626890622026323,2.179213597751618,2.2281503133772245,0.8842151584795375,26.768437012462527,5.749991152530789,17.929764913588638,0.0925539076717141,0.50959681064749
29,6,1.3179907348482522,2.2146857782243776,1.9504519735437058,0.9326169910680103,27.92637494602162,6.662527534905912,17.634914509312992,0.09639048790501395,0.5932087342560282
29,7,1.3546715322844465,1.8735534462955177,1.8277214760595024,0.9164800617090035,27.147288269611906,6.242189345674116,16.93138149893733,0.08460549514006094,0.5607925874283874
29,8,1.3304599933426946,2.1716172874149486,2.177099697361308,0.849928968629926,25.79091645179601,6.229394787609927,19.30361657592697,0.09125983041149924,0.5751876789824028
29,9,1.3199431169960052,2.1456948724927773,2.078208631979093,0.9844491379538068,30.816561351644804,5.530935191925742,17.48292070967388,0.09833600241751683,0.5671989389379898
29,10,1.1725959274111655,1.8382422974195871,2.1653888095118607,0.8271752890195303,25.27082558630708,5.282775430163907,16.281507740194833,0.09780237809721497,0.5703387474149705
29,11,1.3160926077664217,1.9020925115660603,1.7759819145292566,0.874810456333385,25.907076961265016,5.595203819941072,19.95285889955492,0.09638938029840399,0.5592509791144739
29,12,1.1175131917435164,2.0322047277053317,1.9399239737853133,0.8005551822974647,24.548760292657438,5.56287442945624,17.71907024326284,0.0918435193106551,0.594997918989902
29,13,1.2229006778473352,2.1816141106236233,1.8405537497751834,0.8924780148396154,26.449859984194664,6.481188731984069,19.621810262369944,0.09575334617001709,0.5715396072810398
29,14,1.283201682157298,1.778193733049641,2.07994242642652,0.9287271306543805,28.0255149426208,6.637864587775392,16.429556324538712,0.08385204191192991,0.5043884676967996
29,15,1.1767744623685665,1.9326184711467749,1.8937834459852216,0.9756427886935536,29.743360996048224,6.4555842184763375,19.110397070837806,0.09828195943755637,0.5253727714164166
29,16,1.1857015782638995,2.0737275092846237,1.799266819234564,0.9196537786789302,27.204101646629017,6.544837982263415,18.421981704991865,0.08557130487916972,0.5635903687826312
29,17,1.3053391240430354,2.1168746142115644,2.072400578885583,0.8498083505284127,25.665648270302395,6.3277438595513456,16.009899101076673,0.08254562849831677,0.5034522134882615
29,18,1.3522759206165678,2.2215347050406753,2.239572990488152,0.8626223252848729,26.184103907085262,5.484019845251567,19.117650786405935,0.08635729804909398,0.49362418891613297
29,19,1.3427460260302464,1.819452556627252,2.1120868829078963,0.8110969307402446,24.89685963425471,5.444040239091623,15.948730887678158,0.08750569701233563,0.48970972694571674
29,20,1.1000190487263883,1.9519597690714214,2.1224336717933987,0.9299830143694978,28.158269352867837,6.509987509936002,18.497649923150945,0.08604175488622143,0.5549078519117143
29,21,1.3770830284165858,2.025616487438822,2.025715236942436,0.9162886318102279,27.471325801800777,5.409291284111257,16.149413700024297,0.0834859676104,0.5389629626818512
29,22,1.3420895489436957,1.9884169748992229,2.0378133478943754,0.9419703836544369,28.47697249386139,6.691796683741293,18.90578641011513,0.09073776491686392,0.5995662641853396
29,23,1.3868037202862697,2.001529609859448,2.123469773547742,0.9396742442851307,28.56196368690996,6.455953804519237,16.472006333600618,0.08848281715440741,0.530956500886229
29,24,1.2454186969728196,1.947947320423776,2.000559724287884,0.941096357888574,28.362191908399225,5.740969928999838,18.959295897572,0.08551379562130473,0.5029509100411452
29,25,1.2987722010717564,2.228461504096995,1.9889827610041495,0.9832025861631236,30.453802504449346,5.6436359799438325,16.059391012659013,0.08681875080828534,0.5371408924122502
29,26,1.3201419972770037,1.7778161356365203,2.201648291668659,0.983804797784432,31.191457780398412,5.831530395051409,16.185129144911883,0.09895457461386375,0.5602296611587921
29,27,1.2398336380952142,1.8437219117727488,1.9908228849243756,0.8082694315455419,24.731280359066186,5.63889358788523,16.796831569238805,0.08439537352989568,0.5608889350813536
29,28,1.3416344595860317,1.9443708082317446,1.8593809455042223,0.949017545601471,28.39807367083362,6.688651230222224,19.666570182650215,0.09564110198386283,0.5138843238352392
29,29,1.2313962586596998,2.0022561541080264,1.9408595875189847,0.9942498389236994,31.01243814582647,5.36403747827953,19.274466115033942,0.09649310632539981,0.5531254872615418
29,30,1.138711931093053,1.9379080487771156,1.8273814662335783,0.9505914101111693,28.396983374057577,5.754485716309494,18.04665428767739,0.08304553467693224,0.5262186855870465
29,31,1.2926451716728864,2.135204393542985,2.037282547557521,0.8049040215454646,24.712327296090162,5.387929687614178,19.83993057604369,0.09118163869961148,0.5772744557888021
29,32,1.2435931109155516,2.1160955752623942,1.7746935289603987,0.8060144352969282,24.500411623044123,5.541228769189886,17.51796204789491,0.0891836886272622,0.6067180506109979
29,33,1.2974362316137977,1.762323074366666,2.178708342484555,0.8588373756968118,26.00991324056764,5.665626865090108,18.101196343536458,0.08359871808962921,0.5283675781818716
29,34,1.1250058793860742,2.06722206397135,2.198677698589486,0.7988969808291291,24.749922738095066,5.407663611631039,20.09988644012911,0.08429727161480977,0.504389015569008
29,35,1.299116941488618,1.96375355134829,2.072409826347874,1.0048068092921727,32.310975060647195,6.02115081717055,17.662530264740166,0.07931515689635488,0.5671270839569019
29,36,1.2472820255228947,1.8863332568240219,2.074854429266383,0.8612344551425434,25.94058574194927,5.721341195463893,17.195269019343787,0.09712094200205182,0.4873008241066435
29,37,1.326594362457286,1.8892253398677283,2.098002107609279,0.9285749627574905,28.054693302944827,6.662654252833695,17.15079267779793,0.09826005733068695,0.514386174252092
29,38,1.2283619001665433,1.7615361786050392,1.9841443337620561,0.8109954217184214,24.77513168116451,5.685596740173159,18.33852810235699,0.09735984367009286,0.5610488716330465
29,39,1.1989431805612978,1.9872243413427029,2.094411000546688,0.9500375729831084,28.961607630217525,6.133312243163272,18.13401619796946,0.08452497974665209,0.5840432878018085
29,40,1.2433100053888022,2.0193316917345028,1.9374549581413822,0.8658663748501434,25.88588703620478,5.916600674495385,16.003110365896443,0.09283402905604007,0.5456000859852572
47,1,1.392344928330937,1.8438254466815085,1.8009804024842395,0.8283904174272637,24.93007869811891,5.789121560148882,18.428480106401377,0.08881684801804766,0.507779878249255
47,2,1.3186203900503317,1.9331409236006696,1.9943795943360567,0.8003307342538165,24.592399464279758,6.068101741248746,16.374217687246855,0.08260077958600415,0.5368388344634656
47,3,1.2054403417678103,1.8272874873347928,2.1921502475854946,0.942823816640444,28.854209941112394,6.165441160106127,18.727233254768677,0.07996678624573095,0.6007164558889531
47,4,1.3122815414777242,1.9467577544727983,2.2001868200787755,0.9140009174950713,27.699031476650813,6.255236385587763,17.575495024184132,0.09263863949746612,0.587022611633991
47,5,1.339881380498016,1.9865064003899815,1.8641040892953775,0.9308401652787599,27.70030386093861,6.640836345004466,18.209593155053227,0.08495433231228601,0.5168301626966902
47,6,1.2936685563524877,2.2250369230518947,1.9522981973836706,0.8246898675891934,25.004983868480384,6.273946549278094,17.949610433585967,0.09307037292368506,0.6058905819371869
47,7,1.2243798821564498,1.8298723757760507,2.021682635319423,0.9032156757857667,27.033678201882136,5.364958641336564,18.28361624739694,0.08218480852858968,0.5921045011698667
47,8,1.311809303381903,2.006842266447445,2.0681226513274455,0.9867987015090758,30.93899712343997,6.48020401335779,17.969395443165006,0.09902612989925103,0.615548621505616
47,9,1.1739948145323926,2.0132728783949925,1.9873426468676487,0.8239611008030601,25.025059814054288,6.391265725658494,19.88401285679399,0.09993152296909867,0.5896895151802357
47,10,1.1767977293893888,1.9065164077177346,2.0305155802234,0.9647719141030727,29.529538138138225,5.644605321514655,17.408328144534348,0.08138637782995124,0.5174677799181351
47,11,1.1072034062436082,1.8366438829520373,2.042856153965782,0.8476260403573288,25.582167228779017,6.640751736405995,20.124031296180416,0.09760155699830342,0.606204051809293
47,12,1.1296177864546433,2.046517532446825,1.9105223953887895,0.9700763947382756,29.493540061697818,5.529648861613492,17.903052201876942,0.08095109211939663,0.5158981835042875
47,13,1.1901309306083865,1.8097898291450913,2.1238489182650713,0.9298005446442433,28.153825004249327,6.228110799068423,17.889449941761765,0.0853307302380097,0.5684477999267505
47,14,1.2922567033431276,2.0326237224890713,2.171439913756126,0.898534450009698,27.122852989612937,6.51978677067416,17.430825285246296,0.09673051064532551,0.5395922480435379
47,15,1.1966623844208437,1.9454270627777004,1.9887189994228403,0.8982266133808118,26.829421300166636,5.900265136382046,18.062221779519554,0.10013949373298611,0.5042541889137906
47,16,1.1556482414227671,1.800666582880158,2.1743058309268495,0.9639707814019334,29.87217036509572,6.666537076875553,16.437886932279913,0.09800206609763708,0.5633838343930073
47,17,1.3751580647112545,2.0297596050127114,2.0772389077117492,0.9652264076600666,29.676535243463945,6.5527935891967175,16.919063832612736,0.08624370325310025,0.6101855163635934
47,18,1.181276241012431,2.071074405705193,2.024239723632632,0.8130821980534568,24.851321891315678,6.328704784680319,17.78128230062549,0.08592168487884216,0.5901148932803438
47,19,1.1820643674792406,2.077728293655027,2.143901240271586,0.854423428002965,25.858761193301937,5.508031525486762,19.810827666595532,0.08702232512167714,0.5402194569107946
47,20,1.3863238047195627,1.8508365484620986,1.9110923920150595,0.8287137987418289,25.04359331127089,6.516763321749605,18.816756757026788,0.08228014565612958,0.5116794759003993
47,21,1.138134371317719,2.2179722937951674,1.7786014763246418,0.9059408614463117,26.7461682227816,6.5295612917142,17.05636917542052,0.08369379102456391,0.6030407300660936
47,22,1.3241794549638115,1.7883317390094409,2.148001105721425,0.9488650994586335,29.032375222684827,5.2925064624960205,19.788285107218783,0.09982557272044822,0.48933653394362786
47,23,1.1015713867096708,2.18249899326929,2.1421063178765474,0.9787546556102329,30.65481636541084,5.850905319653405,16.667634241240894,0.08397463118795005,0.5721890763706565
47,24,1.3570371823593097,2.1362039171605987,1.8943612480128669,0.9941550601325758,30.850372410937993,5.393955357725159,20.059309318235126,0.09399604162042896,0.5469221156668836
47,25,1.3087868603965094,1.881189159047172,1.9786110146873201,0.8529074697023628,25.629162417400394,6.4678679753938475,18.08269529061719,0.07920572662423553,0.5163518557855262
47,26,1.2659077112703645,2.2050034508189733,1.9508715885540644,0.9710692424031743,29.651200177324807,6.427999856117098,19.002502506728796,0.0893581590925459,0.554858115237499
47,27,1.3805707392349147,1.9734802880157425,2.2176470401467583,0.9612245186710427,29.84019291280306,6.459252624013243,17.796657915367238,0.08572173307194847,0.6086497215393663
47,28,1.253787058923064,1.9410326402049034,1.9278472448987745,0.8226547545447578,24.941759775383876,5.987114080112631,16.775597405567183,0.09021257671781335,0.5563244474852302
47,29,1.1532836196787373,2.189035270133012,1.788524811460468,0.9191598666989954,27.170565084401726,6.3923399030481685,18.944315037820857,0.0813986575069164,0.5055787075444181
47,30,1.2610597377393358,2.1219458574431203,1.7616076433132186,0.9089565544783502,26.810630469021035,5.290841542307463,15.922732383473878,0.08525995918081844,0.5938418575596198
47,31,1.1880379453939691,2.1317398477945417,2.053584185959769,0.8444354823626202,25.522658408137794,5.9181980779231065,20.05290187695732,0.0945396481069518,0.5933145501166782
47,32,1.103180615870198,2.181943285305597,1.9257832618404662,0.8553857022344624,25.6254374002097,5.402895090112315,15.975266928295953,0.0969719757984594,0.6095415657745381
47,33,1.3651402153376737,1.9911115123041077,1.989821630237763,0.9387448103577296,28.2438315635292,6.284242511191616,16.320659700531895,0.09194361077607609,0.5232656776620652
47,34,1.2969231944370339,1.9053923480392287,2.2317960908442127,0.8680033257945873,26.316036461536196,5.554062589948241,19.512974748932052,0.08469838165994652,0.5574172197690133
47,35,1.3826767917941885,1.972605379155576,1.853598253041467,0.862406499671349,25.704030416105375,6.5473627570155735,20.03578615501464,0.08914604616191903,0.6134940475828131
47,36,1.3234835893309882,2.0135037671550395,1.9156456959281718,0.9284036170345377,27.705399919450652,6.469394486408478,16.738680677365586,0.0955594241383074,0.4889309071882215
47,37,1.1801631337281475,2.0519094180346698,2.2288447043512036,0.7967484331193677,24.738214623361824,6.660002413384289,19.24685157892658,0.09073831747071577,0.5890858422748465
47,38,1.2085588633486644,2.0121175862490337,2.101520916489051,0.8687478577173875,26.163922413203824,5.5275710952290495,17.502607544435467,0.08015787966240857,0.5599426325499788
47,39,1.257921165671845,2.229424713633627,2.122246931735907,0.8460963346043158,25.637637476681533,6.408555191904558,16.37380943416527,0.09833726268587344,0.5456537545520268
47,40,1.2640654913184055,2.048979140603781,1.7982618159505,0.9542662489355526,28.490493282618054,6.056808443009521,18.861119363834742,0.09272911531886728,0.564276102665083
61,1,1.15440491974916,2.1198513473745924,2.198706626956514,1.0015514716982195,32.57585006020854,5.723038655992174,19.5630818057053,0.09219935469094342,0.4844981146026077
61,2,1.3631980304621159,1.9003266891313793,1.768342671500284,0.8777371949806537,25.969640405802743,5.715786763999163,17.54555754552357,0.08150302682131316,0.5255559726892279
61,3,1.2498653922039917,1.8526754881137373,1.7658031741607392,0.9447773931766956,28.038834862753063,5.306020311402234,16.764406511719017,0.08686624931667271,0.5842553242343889
61,4,1.3894779299668036,1.8850799160255587,2.0513825821262985,0.909988733740276,27.301100429422593,6.2199810349234825,17.084651177862895,0.10047854654159491,0.5592281981322262
61,5,1.1010636640429192,2.108520125180087,1.9430578878591178,0.8886694052600305,26.4864249620009,5.396162708666592,17.16091703028065,0.08364874593138377,0.6001497309566307
61,6,1.3770933039915156,1.9781371919966655,2.1467098008069483,0.8969980361329537,27.034739399654637,6.425619084669062,15.968685632257069,0.0831030366264427,0.5411399993453352
61,7,1.2888331739703631,1.8421311564485845,1.9317453348348572,0.9368282781610856,28.05237377607499,6.614129041851313,19.987019919411665,0.08503624673223616,0.5451347503943612
61,8,1.1912892664998056,2.068372616329914,2.188369197617665,0.8387555379220208,25.54630612476914,6.3660513083766,19.681390765971315,0.09080970881840453,0.5130706228615175
61,9,1.2022775246199904,1.7649657340555427,2.0873784936210225,0.8202022796841841,25.049580670813913,5.932334660018795,17.89775276337975,0.08491897955705247,0.5630816641837095
61,10,1.142220554214205,2.128882167943629,2.055543248464638,0.9721610671332221,29.998329655160124,6.3753633260660845,16.32991339193405,0.0814777094149923,0.4885782619626315
61,11,1.2461005327569687,1.8839217285195162,2.1961280904807894,0.9805856184498992,30.951565671094063,6.234196924151077,16.63127156807466,0.08056813559797914,0.5832542283159521
